age,marital_status,education_level,outstanding_loans,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_current_balance,debt_to_income,balance_to_income,savings_to_loan,monthly_installment_proxy,installment_to_income,inquiry_acceleration,utilization_per_open_account,total_accounts,closed_account_ratio,account_maturity,trade_gap,woe_age,woe_savings_account_balance,woe_checking_account_balance,woe_total_current_balance,woe_credit_utilization_ratio,woe_max_credit_exposure,woe_newest_trade_open_months,woe_log_income_inr,woe_log_savings_account_balance,woe_log_checking_account_balance,woe_log_total_current_balance,woe_balance_to_income,woe_savings_to_loan,woe_monthly_installment_proxy,woe_utilization_per_open_account,woe_total_accounts,woe_account_maturity
56,3,1,3,120,448502,71737,1,8,90661,0.22,0,0,489648,83,0,2024-07,12.340157634891742,13.7340987468295,13.013670649421828,11.180775872247704,11.414893584697133,4.0307,0.3964,0.4865,7681.77,0.4031,0.0,0.22,9,0.8889,1.0263,151,0.2138679370756996,0.09452117944313351,0.060055038031926807,0.060055038031926807,0.23011455351266025,0.02626932318090149,0.04576908078445017,0.17258627810239593,0.09452117944313351,0.060055038031926807,0.060055038031926807,-0.032192460685261624,0.24008377920659268,-0.0954756321572604,-0.17917465103390734,-0.20270514844410162,-0.05688507327563318
60,1,1,1,48,435477,77877,6,7,209185,0.36,1,2,707262,322,0,2025-06,12.3398690030484,13.832571194142286,12.984199557351154,11.26289877862223,12.250979087327435,4.4491,0.9149,0.4281,21191.79,1.1123,0.5,0.06,13,0.5385,1.0144,31,0.24463959574245342,0.09452117944313351,0.00029383677764087667,-0.2527372182109241,0.1456864246596277,0.28543812957695164,0.6365748516183702,0.17258627810239593,0.09452117944313351,0.00029383677764087667,-0.2527372182109241,-0.07137808057819994,-0.3097948334509717,0.2786584425915728,0.21973305652809796,-0.04724710799135949,-0.29695768669029093
44,1,0,3,84,180375,13365,7,2,105137,0.4,1,2,322642,163,0,2023-07,11.51293546492023,12.82547371153496,12.102798840066349,9.500469448071016,11.563029051936477,3.7156,1.0514,0.4855,4423.36,0.5308,0.5,0.0571,9,0.2222,1.0263,71,-0.15385684304961764,-0.0954756321572604,0.09452117944313351,0.060055038031926807,0.0018232788295387806,-0.006874652700971691,-0.05261192772547818,-0.2633193275414611,-0.0954756321572604,0.09452117944313351,0.060055038031926807,-0.2814535001543256,0.24008377920659268,-0.07137808057819994,0.21973305652809796,-0.20270514844410162,-0.05688507327563318
23,1,1,1,120,99893,64983,2,1,106068,0.35,1,3,446815,80,1,2024-02,12.53677469516755,13.587266521261103,11.511864902772908,11.08189636473079,11.571845104718674,2.8591,0.381,0.1255,6632.74,0.2859,0.3333,0.175,3,0.3333,1.0648,35,-0.15385684304961764,-0.032192460685261624,0.060055038031926807,0.060055038031926807,0.1456864246596277,0.02626932318090149,0.04576908078445017,-0.07137808057819994,-0.032192460685261624,0.060055038031926807,0.060055038031926807,-0.032192460685261624,0.019100833702288912,-0.0954756321572604,-0.17917465103390734,-0.10039377318079315,0.06792214130279518
42,1,0,2,24,183322,32396,3,7,27987,0.14,1,2,275889,33,0,2024-12,11.51293546492023,12.059704933018011,12.119004903315693,10.38582110490087,10.239531125865788,1.7277,0.2799,1.0611,7198.62,0.8638,0.5,0.0467,10,0.7,1.0278,152,-0.15385684304961764,-0.0954756321572604,-0.13371227695715018,0.5337751568222175,0.319455699638265,-0.2160792079693583,-0.11463612989633624,-0.2633193275414611,-0.0954756321572604,-0.13371227695715018,0.5337751568222175,0.09452117944313351,0.02626932318090149,-0.0954756321572604,0.3983423472307553,0.4238214325317402,-0.05688507327563318
22,0,1,1,84,318628,58840,4,4,57250,0.12,0,0,546741,50,1,2025-02,12.104787149025489,13.573858017243456,12.67178269554234,10.98259416981229,10.955200388512845,4.3452,0.3168,0.4057,9349.14,0.6207,0.0,0.03,8,0.5,1.0104,47,-0.15385684304961764,0.2093121205398391,-0.33777968121054613,-0.13371227695715018,0.319455699638265,-0.13371227695715018,-0.17179454373628492,-0.07137808057819994,0.2093121205398391,-0.33777968121054613,-0.13371227695715018,0.09452117944313351,-0.3097948334509717,0.09452117944313351,0.4613287960406158,0.1150648219640327,-0.29695768669029093
44,2,0,4,180,131377,66954,6,8,30560,0.12,0,1,334213,152,0,2025-08,12.027842706639472,13.007141060307823,11.78583394331339,11.111776030929668,10.327479965258176,2.6626,0.1826,0.2948,2475.46,0.1775,0.0,0.02,14,0.5714,1.0056,29,-0.15385684304961764,0.1656658352578223,0.060055038031926807,0.5337751568222175,0.319455699638265,-0.006874652700971691,-0.05261192772547818,-0.07137808057819994,0.1656658352578223,0.060055038031926807,0.5337751568222175,0.5337751568222175,-0.13371227695715018,-0.16413677366936694,-0.028514376146417678,-0.05556069506673067,0.21973305652809796
64,2,2,0,84,366542,70600,1,0,253244,0.2,1,1,1642229,95,0,2023-04,13.011154683327074,14.20300855318853,12.811871119483978,11.16479958768697,12.442112678579404,3.2932,0.5661,0.2488,17539.15,0.4705,1.0,0.2,1,0.0,1.023,261,0.24463959574245342,0.2093121205398391,0.060055038031926807,-0.2527372182109241,0.23011455351266025,0.3655525244077644,-0.17917465103390748,0.03338679094976551,0.2093121205398391,0.060055038031926807,-0.2527372182109241,-0.006874652700971691,-0.13371227695715018,0.24690974427699258,-0.17917465103390734,-0.10039377318079315,0.1970608187593185
50,1,0,2,24,94682,38976,4,9,11029,0.04,1,2,387713,97,0,2025-03,11.51293546492023,11.358047854326108,11.458289748804011,10.570727007554888,9.308374112247549,0.8565,0.1103,1.1054,3568.79,0.4283,0.5,0.01,13,0.6923,1.0174,196,-0.0036098767028325345,-0.032192460685261624,-0.13371227695715018,-0.032192460685261624,0.047138475041581425,0.13667829838457002,-0.17917465103390748,-0.2633193275414611,-0.032192460685261624,-0.13371227695715018,-0.032192460685261624,0.10153875210178005,0.02626932318090149,-0.12633216965952757,-0.028514376146417678,-0.04724710799135949,0.13260497299693397
58,0,2,3,48,414799,72159,3,2,22283,0.07,0,2,333500,37,0,2024-04,12.650720004513492,13.657974487496572,12.93555175533751,11.186641154736506,10.011624211140706,2.7381,0.0714,0.4856,17796.77,0.6845,0.0,0.0233,5,0.4,1.0219,196,0.2138679370756996,0.09452117944313351,0.060055038031926807,-0.032192460685261624,0.047138475041581425,-0.006874652700971691,-0.11463612989633624,0.3655525244077644,0.09452117944313351,0.060055038031926807,-0.032192460685261624,0.10153875210178005,0.24008377920659268,0.24690974427699258,0.4613287960406158,-0.04912152278570968,0.1970608187593185
22,0,1,1,12,60162,36797,6,4,2471,0.02,2,2,166899,36,0,2025-07,11.587077007603314,12.87952209329232,11.00481282440168,10.513198774854038,7.812782818577581,3.6417,0.0229,0.1534,32683.08,3.6417,1.0,0.0033,10,0.4,1.0,0,-0.15385684304961764,-0.10280167224933352,-0.13371227695715018,-0.032192460685261624,0.047138475041581425,0.060055038031926807,-0.11463612989633624,-0.2633193275414611,-0.10280167224933352,-0.13371227695715018,-0.032192460685261624,0.10153875210178005,0.019100833702288912,0.2786584425915728,-0.028514376146417678,0.4238214325317402,0.03338679094976551
41,0,2,2,120,42952,108228,7,1,30181,0.07,2,2,502551,63,0,2025-03,13.024364586522228,14.164860237545929,10.667861773634332,11.592004631664135,10.315000999178496,3.1283,0.0666,0.0303,11817.87,0.3128,1.0,0.01,8,0.125,1.0417,112,0.1160546270532565,-0.2451326188257049,0.20243924125207707,0.5337751568222175,0.047138475041581425,0.02626932318090149,-0.17179454373628492,0.03338679094976551,-0.2451326188257049,0.20243924125207707,0.5337751568222175,0.10153875210178005,-0.08820287282818068,-0.16413677366936694,-0.028514376146417678,0.1150648219640327,0.13032646881251334
53,0,1,4,180,56514,82555,3,2,24075,0.14,1,1,183111,248,0,2024-02,12.064969804552174,12.988628535513978,10.942261368624832,11.321232129929266,10.08897077266766,2.5185,0.1386,0.1292,2430.06,0.1679,1.0,0.0467,5,0.4,1.0278,122,0.04396890028030229,-0.10280167224933352,0.00029383677764087667,0.5337751568222175,0.319455699638265,0.060055038031926807,0.6365748516183702,-0.07137808057819994,-0.10280167224933352,0.00029383677764087667,0.5337751568222175,0.5337751568222175,0.019100833702288912,-0.16413677366936694,0.3983423472307553,-0.04912152278570968,-0.05688507327563318
32,1,1,1,24,188172,21975,6,3,86075,0.15,0,0,783794,56,0,2023-08,12.241381872632408,12.6504539332465,12.14511703144184,9.99770622777511,11.362985905914435,1.5054,0.4154,0.6033,12996.0,0.7527,0.0,0.025,9,0.3333,1.0729,47,-0.05854666324529267,-0.0954756321572604,0.03338679094976551,0.060055038031926807,0.319455699638265,-0.10280167224933352,-0.17179454373628492,0.17258627810239593,-0.0954756321572604,0.03338679094976551,0.060055038031926807,0.20243924125207707,-0.06410532124912015,-0.16413677366936694,0.4613287960406158,-0.20270514844410162,0.06792214130279518
42,2,2,3,60,256780,147245,6,3,60520,0.05,1,3,1411130,63,0,2024-07,12.96696258317624,13.605396749658816,12.455978860521787,11.899859936458958,11.0107456912291,1.8935,0.1414,0.3168,13508.18,0.3787,0.3333,0.0083,9,0.3333,1.0132,168,-0.15385684304961764,0.20243924125207707,0.2093121205398391,-0.13371227695715018,0.047138475041581425,0.3655525244077644,-0.17179454373628492,0.03338679094976551,0.20243924125207707,0.2093121205398391,-0.13371227695715018,0.5337751568222175,0.03338679094976551,-0.16413677366936694,-0.028514376146417678,-0.20270514844410162,-0.29695768669029093
64,0,1,3,180,460886,88759,3,8,56510,0.3,0,1,257133,275,0,2023-02,12.608603452785283,13.904097276784452,13.04090817262628,11.39369137704653,10.942190588450329,3.6528,0.1889,0.4218,6070.16,0.2435,0.0,0.1,11,0.7273,1.0217,7,0.24463959574245342,0.09452117944313351,0.00029383677764087667,-0.13371227695715018,-0.0048212638891296485,-0.2160792079693583,0.6365748516183702,0.3655525244077644,0.09452117944313351,0.00029383677764087667,-0.13371227695715018,0.5337751568222175,-0.3097948334509717,-0.0954756321572604,0.09490176936209485,-0.11085540705643004,0.1970608187593185
45,0,1,1,180,64237,25618,3,0,197558,0.4,3,4,534008,149,1,2023-11,12.424963165514685,12.836314637005891,11.070350214885682,10.151089542682712,12.19379255288836,1.5089,0.7936,0.171,2086.73,0.1006,0.75,0.1333,3,0.0,1.0392,63,-0.15385684304961764,-0.10280167224933352,0.03338679094976551,-0.2527372182109241,0.0018232788295387806,-0.13371227695715018,-0.05261192772547818,0.4006438442190346,-0.10280167224933352,0.03338679094976551,-0.2527372182109241,-0.07137808057819994,0.019100833702288912,-0.16413677366936694,-0.3311908583325333,-0.10039377318079315,0.13032646881251334
69,1,1,4,60,618541,17382,4,8,340575,0.53,2,2,959372,39,1,2023-05,12.725868912491263,13.919112628463235,13.335120374733894,9.76324799612154,12.738393580840771,3.2978,1.0126,0.5577,18485.97,0.6596,1.0,0.1325,12,0.6667,1.0321,283,0.20219290549519628,-0.032192460685261624,0.09452117944313351,-0.032192460685261624,-0.6759895377302999,-0.10280167224933352,-0.11463612989633624,0.3655525244077644,-0.032192460685261624,0.09452117944313351,-0.032192460685261624,-0.2814535001543256,0.24008377920659268,0.24690974427699258,-0.3311908583325333,-0.03459342222280001,-0.05688507327563318
47,0,1,0,180,455717,102413,1,8,164840,0.44,1,2,525130,104,1,2024-01,12.44413239516454,13.592743185885782,13.029629476142718,11.536778700992388,12.012736651923069,3.1538,0.6496,0.5694,4446.11,0.2103,0.5,0.44,9,0.8889,1.0,160,-0.0036098767028325345,0.09452117944313351,0.20243924125207707,-0.06410532124912015,-0.3222754946745808,-0.13371227695715018,-0.17917465103390748,0.4006438442190346,0.09452117944313351,0.20243924125207707,-0.06410532124912015,-0.40389176679554784,0.24008377920659268,-0.07137808057819994,-0.31757697389302675,-0.20270514844410162,0.03338679094976551
62,2,0,0,84,405492,21270,3,5,78662,0.17,0,1,529621,83,0,2023-03,12.312884607330238,13.89533324143426,12.912858889749886,9.96509992166365,11.272928184083858,4.8669,0.3535,0.3744,12893.98,0.6953,0.0,0.0567,8,0.625,1.0367,228,0.24463959574245342,0.09452117944313351,0.09452117944313351,-0.1567017951818489,0.19095109062894794,-0.13371227695715018,0.04576908078445017,0.17258627810239593,0.09452117944313351,0.09452117944313351,-0.1567017951818489,-0.032192460685261624,0.03338679094976551,-0.16413677366936694,0.3983423472307553,0.1150648219640327,-0.05688507327563318
48,0,1,3,60,256041,18792,5,0,206710,0.42,1,1,674400,200,0,2023-08,12.052822393529413,11.796011994069652,12.45309677250492,9.8412397390566,12.239076961476902,0.7735,1.2047,1.9292,2212.02,0.1547,1.0,0.084,5,0.0,1.0139,92,-0.0036098767028325345,0.20243924125207707,0.09452117944313351,-0.2527372182109241,0.0018232788295387806,0.28543812957695164,0.08684592463669417,-0.07137808057819994,0.20243924125207707,0.09452117944313351,-0.2527372182109241,-0.2814535001543256,0.13667829838457002,-0.16413677366936694,-0.028892447984569334,-0.04912152278570968,-0.29695768669029093
36,0,1,4,48,54943,104013,1,5,58988,0.3,0,2,209979,26,0,2024-08,12.2663489714045,12.252808319727269,10.914069763697205,11.552280784448287,10.985106264827667,0.9866,0.2777,0.2622,4366.0,0.2466,0.0,0.3,6,0.8333,1.0972,53,-0.05854666324529267,-0.10280167224933352,0.20243924125207707,-0.13371227695715018,-0.0048212638891296485,0.060055038031926807,0.11542786426244736,0.17258627810239593,-0.10280167224933352,0.20243924125207707,-0.13371227695715018,0.09452117944313351,-0.13371227695715018,-0.07137808057819994,-0.31757697389302675,0.03898135876926322,-0.3566300181766892
35,0,1,3,60,90436,36428,5,7,27234,0.34,1,1,106272,105,0,2024-06,11.51293546492023,12.534433502248111,11.412408754678529,10.503120439721927,10.212258189817774,2.7774,0.2723,0.3256,4628.95,0.5555,1.0,0.068,12,0.5833,1.0417,45,-0.05854666324529267,-0.032192460685261624,-0.13371227695715018,0.5337751568222175,0.1456864246596277,-0.3020727873570614,-0.17917465103390748,-0.2633193275414611,-0.032192460685261624,-0.13371227695715018,0.5337751568222175,0.09452117944313351,0.03338679094976551,-0.07137808057819994,0.21973305652809796,-0.03459342222280001,0.13032646881251334
67,0,2,0,48,96948,44394,4,4,29554,0.16,4,5,190221,179,0,2024-08,12.66531861812295,13.720322570694137,11.48194034602245,10.700882129466429,10.29400821325847,2.872,0.0934,0.1066,18941.69,0.718,0.8,0.04,8,0.5,1.0341,94,0.20219290549519628,-0.032192460685261624,0.13667829838457002,0.5337751568222175,0.19095109062894794,0.060055038031926807,-0.05261192772547818,0.3655525244077644,-0.032192460685261624,0.13667829838457002,0.5337751568222175,0.10153875210178005,-0.08820287282818068,0.24690974427699258,-0.11173337023837479,0.1150648219640327,-0.05688507327563318
64,1,1,3,12,547551,84142,3,4,39059,0.1,4,5,455703,60,0,2024-11,12.53213373085107,12.145993499914542,13.213212713331696,11.340273011369838,10.57285420443067,0.6797,0.141,2.9073,15694.75,0.6797,0.8,0.0333,7,0.5714,1.0083,303,0.24463959574245342,-0.032192460685261624,0.00029383677764087667,0.03338679094976551,0.047138475041581425,0.02626932318090149,-0.17179454373628492,-0.07137808057819994,-0.032192460685261624,0.00029383677764087667,0.03338679094976551,0.5337751568222175,0.13667829838457002,0.24690974427699258,0.4613287960406158,0.03898135876926322,0.21973305652809796
23,0,2,1,36,238924,94409,1,0,96418,0.21,0,1,683761,6,0,2025-01,12.741404523059394,14.180371703337082,12.38390497413438,11.455402278726565,11.476458556613569,4.2163,0.2823,0.1659,40008.69,1.4054,0.0,0.21,1,0.0,1.0278,68,-0.15385684304961764,-0.10280167224933352,0.00029383677764087667,0.060055038031926807,0.23011455351266025,0.28543812957695164,-0.36893118631538024,-0.006874652700971691,-0.10280167224933352,0.00029383677764087667,0.060055038031926807,0.09452117944313351,0.019100833702288912,-0.06410532124912015,-0.17917465103390734,-0.10039377318079315,-0.05688507327563318
57,1,1,1,180,427520,152631,7,0,45272,0.08,3,4,600122,135,1,2023-03,12.790634672426666,13.793561428579928,12.965758688959484,11.935785074407146,10.72046610728666,2.7263,0.1262,0.437,5434.94,0.1818,0.75,0.0114,7,0.0,1.0,213,0.2138679370756996,0.09452117944313351,0.2093121205398391,0.03338679094976551,0.047138475041581425,-0.13371227695715018,0.21932178775816352,-0.006874652700971691,0.09452117944313351,0.2093121205398391,0.03338679094976551,0.5337751568222175,-0.3097948334509717,-0.07137808057819994,-0.028514376146417678,0.03898135876926322,0.03338679094976551
41,0,1,0,120,539151,122494,6,4,160923,0.23,2,3,724368,133,0,2023-09,12.585166399416067,13.245189674412408,13.197752813846137,11.71582549180738,11.988687482826627,1.9348,0.5507,0.9537,4711.19,0.1935,0.6667,0.0383,10,0.4,1.0069,12,0.1160546270532565,-0.032192460685261624,0.20243924125207707,-0.06410532124912015,0.23011455351266025,0.28543812957695164,0.21932178775816352,-0.07137808057819994,-0.032192460685261624,0.20243924125207707,-0.06410532124912015,-0.006874652700971691,0.02626932318090149,-0.07137808057819994,-0.11173337023837479,0.4238214325317402,0.21973305652809796
29,0,1,4,36,336088,26811,3,7,81648,0.25,1,2,435903,8,0,2023-12,12.304242369302417,13.780449023423705,12.725131284822956,10.196604827477849,11.310184850926182,4.3763,0.3701,0.3481,26820.69,1.4588,0.5,0.0833,10,0.7,1.0556,68,-0.29695768669029093,0.2093121205398391,0.03338679094976551,-0.1567017951818489,0.24203881404239616,0.02626932318090149,-0.36893118631538024,0.17258627810239593,0.2093121205398391,0.03338679094976551,-0.1567017951818489,-0.032192460685261624,0.03338679094976551,0.2786584425915728,-0.028892447984569334,0.4238214325317402,0.06792214130279518
59,1,2,4,240,582425,139627,7,9,294264,0.52,1,2,644740,102,0,2024-12,12.963597396775862,13.289510380827336,13.274957417725291,11.846737022264223,12.59223600088356,1.3853,0.6898,0.9856,2462.35,0.0693,0.5,0.0743,16,0.5625,1.0,150,0.2138679370756996,-0.032192460685261624,0.2093121205398391,-0.032192460685261624,-0.6759895377302999,0.28543812957695164,-0.17917465103390748,0.03338679094976551,-0.032192460685261624,0.2093121205398391,-0.032192460685261624,-0.40389176679554784,0.02626932318090149,-0.16413677366936694,-0.028892447984569334,-0.05556069506673067,0.03338679094976551
38,1,0,0,84,95866,3931,1,1,28239,0.11,2,5,296507,140,0,2024-02,11.51293546492023,11.71331612122506,11.470717093206334,8.276903481267057,10.248494691607178,1.2219,0.2824,0.7846,1454.61,0.1746,0.4,0.11,2,0.5,1.0192,19,0.1160546270532565,-0.032192460685261624,-0.18660962952142554,0.5337751568222175,0.319455699638265,-0.006874652700971691,0.21932178775816352,-0.2633193275414611,-0.032192460685261624,-0.18660962952142554,0.5337751568222175,0.09452117944313351,-0.06410532124912015,0.13667829838457002,0.09490176936209485,-0.10039377318079315,0.13260497299693397
24,2,2,2,180,373142,16099,3,3,23875,0.03,2,3,930260,101,0,2024-05,12.622273254712532,13.000229641160672,12.829717003171464,9.686574550972557,10.08062904928854,1.4593,0.0787,0.8432,2458.41,0.0973,0.6667,0.01,6,0.5,1.0729,2,-0.15385684304961764,0.2093121205398391,0.09452117944313351,0.5337751568222175,0.047138475041581425,-0.10280167224933352,-0.17917465103390748,0.3655525244077644,0.2093121205398391,0.09452117944313351,0.5337751568222175,0.10153875210178005,0.02626932318090149,-0.16413677366936694,-0.028514376146417678,0.03898135876926322,0.06792214130279518
45,0,1,2,180,70651,109625,3,9,111245,0.34,2,3,360757,125,1,2024-09,12.619581978596296,13.81731293271062,11.165521696275334,11.60482985163972,11.619499244325908,3.3126,0.3678,0.0705,5565.57,0.2208,0.6667,0.1133,12,0.75,1.0303,147,-0.15385684304961764,-0.10280167224933352,0.20243924125207707,0.1656658352578223,0.1456864246596277,0.13667829838457002,0.21932178775816352,0.3655525244077644,-0.10280167224933352,0.20243924125207707,0.1656658352578223,-0.032192460685261624,-0.08820287282818068,-0.07137808057819994,-0.3311908583325333,-0.03459342222280001,-0.05688507327563318
34,0,1,3,36,436133,7800,2,8,63277,0.2,1,4,465354,37,0,2023-04,12.412668028048529,13.835576875981197,12.985704814561618,8.962007209588313,11.05529299637949,4.1492,0.2573,0.4275,28340.78,1.3831,0.25,0.1,10,0.8,1.0,47,-0.05854666324529267,0.09452117944313351,-0.18660962952142554,-0.13371227695715018,0.23011455351266025,0.02626932318090149,-0.11463612989633624,0.4006438442190346,0.09452117944313351,-0.18660962952142554,-0.13371227695715018,0.03338679094976551,-0.3097948334509717,0.2786584425915728,0.09490176936209485,0.4238214325317402,0.03338679094976551
