Customer_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Outstanding_Loans,Loan_Amount,Loan_Tenure_Months,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Default,Application_Date
54,64,243512,29,Divorced,Graduate,27,0,157225,240,41332,72482,1,6,581093,81353,0.14,1,1,0,0,0,Current,,784278,324,151,0,2023-02-10
55,28,201300,4,Single,Graduate,7,3,180707,24,107047,26252,7,6,523497,183223,0.35,0,1,0,0,0,Current,,709319,91,63,1,2023-11-28
56,67,279636,40,Married,Graduate,30,1,1203943,120,491409,7656,3,0,824391,502878,0.61,0,1,0,0,0,Current,,1139034,362,184,0,2023-06-16
57,55,165765,24,Widowed,Graduate,28,2,568662,120,298879,58588,5,9,113542,86291,0.76,0,2,0,0,0,Current,,117356,339,213,0,2024-09-10
58,34,100000,12,Married,High School,11,0,480985,120,94323,13089,2,6,104170,33334,0.32,2,5,0,0,0,Current,,125672,136,73,1,2025-09-23
59,37,107178,13,Married,Graduate,19,2,215785,12,97326,46292,6,9,256324,46138,0.18,1,2,0,0,0,Current,,294148,232,66,0,2024-11-29
60,56,316805,18,Single,Graduate,17,4,461601,180,124036,77254,7,5,586563,164237,0.28,1,1,0,0,0,Current,,607259,215,166,0,2025-08-25
61,60,291353,39,Married,Graduate,30,1,882475,24,564758,80036,1,5,384352,96088,0.25,1,3,4,3,3,DPD90+,12.0,463643,361,284,1,2024-02-28
62,24,290670,3,Single,Postgraduate,6,2,848822,60,135341,111003,3,6,294731,26525,0.09,1,3,3,0,0,DPD30,35.0,385533,78,26,0,2024-07-30
63,22,100000,3,Married,High School,3,1,315960,24,42232,39412,2,6,120119,36035,0.3,0,1,0,0,0,Current,,130839,41,27,1,2025-03-11
64,26,172079,2,Single,Graduate,10,4,355154,60,230314,56523,4,0,270718,43314,0.16,1,3,0,0,0,Current,,312006,130,128,0,2024-07-14
65,62,190126,24,Divorced,Graduate,25,4,100108,120,99539,89444,2,9,179265,43023,0.24,2,3,0,0,0,Current,,236555,306,25,0,2025-11-18
66,24,135631,5,Divorced,Graduate,12,0,89196,84,255068,66663,3,4,394762,126323,0.32,1,2,3,0,1,DPD90+,10.0,509109,153,149,0,2024-03-11
67,49,184971,24,Married,High School,21,3,645034,60,13182,87769,6,7,142237,81075,0.57,3,3,0,0,0,Current,,204023,261,25,1,2023-12-06
68,38,100000,15,Single,High School,19,0,285466,48,6121,41560,5,7,296394,160052,0.54,1,2,0,0,0,Current,,413652,230,58,1,2025-02-27
69,46,394513,21,Single,Postgraduate,22,1,1654804,180,408127,141511,7,2,1027601,184968,0.18,1,2,0,0,0,Current,,1523732,271,38,0,2023-09-30
70,64,326632,21,Married,Graduate,18,0,604871,180,327194,110531,7,2,508853,183187,0.36,1,1,2,2,1,DPD90+,2.0,660794,221,46,0,2023-01-02
71,54,287396,19,Married,Graduate,17,2,1198333,12,105922,20060,4,6,675248,344376,0.51,1,2,0,0,0,Current,,911067,210,203,1,2024-06-12
72,30,326967,2,Married,Graduate,5,0,789530,24,331646,49147,7,3,712391,113982,0.16,2,3,0,0,0,Current,,1018899,68,4,0,2023-11-19
73,56,187421,32,Single,Graduate,29,3,175265,36,159821,4260,4,5,193646,65839,0.34,4,6,0,0,0,Current,,274976,355,147,0,2024-03-21
74,34,100000,6,Married,High School,7,3,490060,12,178614,8595,6,8,134767,22910,0.17,1,1,0,0,0,Current,,183196,91,62,1,2023-10-17
75,51,173414,24,Married,Graduate,27,1,486202,36,11799,40029,4,9,309163,89657,0.29,0,1,0,0,0,Current,,386493,326,280,0,2024-07-12
76,68,276244,39,Married,Graduate,30,4,920625,180,539705,24955,1,1,578623,190945,0.33,0,0,1,1,1,DPD90+,20.0,657664,360,55,0,2025-08-16
77,35,410962,8,Married,Postgraduate,8,3,1446005,48,520921,186082,3,1,763254,373994,0.49,0,0,0,0,0,Current,,1098023,107,25,0,2024-02-01
78,28,112095,3,Married,Graduate,5,1,238858,120,38795,45593,7,5,188596,107499,0.57,1,1,0,0,0,Current,,261833,60,8,0,2025-03-09
79,34,258801,10,Single,Graduate,17,3,999975,120,36538,14071,4,2,416121,212221,0.51,1,1,0,0,0,Current,,590456,213,127,0,2024-04-15
80,43,221107,20,Single,Graduate,21,3,976452,60,243064,30839,2,0,385977,185268,0.48,1,2,0,0,0,Current,,413147,253,212,1,2023-04-18
81,60,203460,22,Married,Graduate,19,4,456226,12,103364,84060,5,1,322662,83892,0.26,0,1,0,0,0,Current,,373451,235,65,0,2023-08-28
82,41,107917,14,Single,Graduate,14,2,373015,48,68772,43756,3,6,200005,24000,0.12,3,5,0,0,0,Current,,242494,177,68,1,2024-11-26
83,36,106345,12,Married,Graduate,17,1,415495,120,56150,50387,6,3,289254,17355,0.06,0,0,0,0,0,Current,,410502,209,140,0,2025-06-14
84,65,395048,19,Married,Postgraduate,19,3,535513,60,520608,197058,7,1,822518,394808,0.48,0,1,0,0,0,Current,,1189725,233,153,0,2025-04-25
85,38,193850,12,Divorced,Graduate,11,3,387056,24,218930,94716,2,7,447125,219091,0.49,1,3,0,0,0,Current,,510816,132,70,1,2024-01-04
86,67,371763,26,Married,Graduate,22,0,367889,180,75114,80622,1,3,741186,192708,0.26,1,2,0,0,0,Current,,995571,265,180,0,2024-10-27
87,44,419945,18,Single,Postgraduate,20,2,1347997,24,452166,58858,4,3,885052,477928,0.54,2,2,0,0,0,Current,,919486,244,54,0,2025-08-13
88,46,177663,10,Single,Graduate,16,4,729167,180,282985,68229,2,1,345709,86427,0.25,1,1,0,0,0,Current,,416505,194,163,1,2024-03-29
89,45,249519,15,Divorced,Graduate,19,1,810630,24,51982,40834,3,0,141518,50946,0.36,0,1,0,0,0,Current,,175954,229,3,1,2023-04-10
90,65,234092,26,Single,High School,24,3,306432,60,417852,95292,7,0,702040,414203,0.59,3,4,0,0,0,Current,,970792,296,289,0,2023-07-11
91,61,535435,28,Married,Postgraduate,24,1,1584169,48,630580,147939,2,2,312706,15635,0.05,1,1,0,0,0,Current,,452168,297,201,0,2023-02-01
92,49,100000,28,Married,High School,30,4,425720,12,190371,40108,1,5,148787,43148,0.29,2,2,2,2,2,DPD90+,3.0,173878,366,7,1,2024-11-30
93,35,102497,12,Single,High School,13,2,190876,180,34733,15622,5,6,78183,30491,0.39,0,0,0,0,0,Current,,98813,156,105,1,2024-01-20
94,65,218397,40,Single,High School,30,0,927517,36,434053,57624,4,8,162120,19454,0.12,0,0,0,0,0,Current,,214602,370,155,0,2025-01-25
95,21,100000,2,Married,Graduate,6,2,403080,48,130633,29073,3,4,248381,94384,0.38,2,2,1,0,1,DPD90+,4.0,289200,72,1,1,2025-02-14
96,45,100000,13,Divorced,High School,17,0,59783,48,115661,47269,7,8,156481,20342,0.13,3,3,2,2,1,DPD90+,32.0,233590,206,168,0,2024-07-13
97,27,154201,3,Single,High School,7,1,243259,60,162650,22816,4,7,385941,135079,0.35,1,2,0,0,0,Current,,554939,93,18,0,2025-08-16
98,29,100000,6,Divorced,High School,6,2,294324,36,9612,46961,4,0,118196,34276,0.29,2,2,1,0,1,DPD90+,3.0,135712,77,35,1,2023-03-16
99,44,100000,14,Married,High School,17,2,372927,240,188229,40633,6,2,114115,55916,0.49,1,1,0,0,0,Current,,143097,205,81,1,2024-04-28
100,21,145742,0,Widowed,Graduate,7,2,650357,48,190308,54045,4,7,164408,23017,0.14,0,3,0,0,0,Current,,183384,94,39,0,2023-07-08
101,64,349477,32,Single,Graduate,30,4,1182871,48,79915,138986,2,8,713060,135481,0.19,0,1,1,1,1,DPD90+,2.0,896496,367,11,1,2024-01-06
102,28,174390,4,Single,Graduate,6,1,385671,84,15844,54166,2,3,442514,199131,0.45,2,2,0,0,0,Current,,593706,83,45,0,2023-05-23
103,44,264921,16,Divorced,Graduate,20,0,352562,180,39480,36336,5,5,431994,60479,0.14,0,3,0,0,0,Current,,450466,243,203,0,2023-04-25
104,31,239293,8,Divorced,Graduate,9,2,938067,120,296321,26551,1,3,346525,103957,0.3,1,1,0,0,0,Current,,497283,115,3,0,2024-01-25
105,37,100000,17,Married,High School,18,1,143051,48,124733,43584,7,8,293394,105621,0.36,4,4,0,0,0,Current,,380494,227,205,1,2023-07-26
106,28,142836,3,Married,Graduate,11,4,518414,48,146314,52573,7,1,113109,31670,0.28,0,0,0,0,0,Current,,169075,138,60,1,2023-03-12
107,55,414206,28,Divorced,Postgraduate,27,4,544868,60,268485,50673,3,5,711018,298627,0.42,2,2,0,0,0,Current,,720116,325,92,0,2023-11-22
108,55,265666,29,Single,Graduate,30,1,241687,60,288751,83749,2,2,404136,210150,0.52,1,1,0,0,0,Current,,572155,368,314,0,2023-01-19
109,53,252244,26,Married,Graduate,27,0,411145,12,266568,59232,4,9,188001,69560,0.37,3,3,4,1,0,DPD60,26.0,262445,328,111,0,2025-09-25
110,25,170709,3,Divorced,Graduate,7,1,304234,180,14998,16414,1,3,199815,21979,0.11,2,3,0,0,0,Current,,213087,89,34,1,2023-03-29
111,62,231087,19,Married,Graduate,17,1,788570,60,138840,63616,3,1,131974,26394,0.2,1,1,0,0,0,Current,,154099,205,156,0,2023-08-04
112,59,312017,31,Single,Graduate,29,3,381901,36,47960,48402,7,7,840070,151212,0.18,2,2,0,0,0,Current,,1211715,350,61,0,2023-04-11
113,61,158953,35,Married,High School,30,4,744914,36,286958,10522,3,9,321025,125199,0.39,0,0,0,0,0,Current,,404243,369,110,0,2024-09-25
114,48,100000,21,Single,High School,23,0,299462,48,146418,24413,3,7,253754,45675,0.18,0,0,0,0,0,Current,,304667,287,232,1,2024-06-03
115,27,100000,4,Single,High School,7,3,270919,120,199242,30325,7,0,180388,5411,0.03,2,2,0,0,0,Current,,262058,91,75,1,2025-04-04
116,29,332584,4,Widowed,Postgraduate,4,1,816867,60,212598,14139,3,9,664760,365618,0.55,0,1,0,0,0,Current,,695785,58,45,0,2025-09-19
117,28,141941,5,Married,Graduate,10,4,432878,12,250248,30234,5,5,319670,35163,0.11,0,0,0,0,0,Current,,395291,124,15,0,2025-11-01
118,32,100000,2,Divorced,High School,4,3,60101,60,122595,14367,3,0,277002,63710,0.23,1,2,0,0,0,Current,,367356,57,4,0,2024-03-22
119,54,100000,25,Divorced,High School,25,3,495538,60,93359,3471,1,5,72937,26986,0.37,2,2,0,0,0,Current,,95129,300,23,1,2025-11-15
120,53,259144,18,Single,Graduate,18,0,779727,84,125430,20813,2,6,343980,79115,0.23,2,2,0,0,0,Current,,389432,224,200,0,2024-02-26
121,68,119957,22,Single,High School,19,1,78976,120,178719,10404,1,1,272610,65426,0.24,1,1,4,4,4,DPD90+,6.0,349392,238,80,0,2023-06-21
122,43,100000,15,Single,High School,19,0,315489,60,181307,10777,4,8,289587,228773,0.79,1,3,3,2,0,DPD60,9.0,392182,239,16,1,2023-02-16
123,44,248979,20,Single,Postgraduate,21,3,614194,24,126693,100991,6,7,734990,139648,0.19,1,2,0,0,0,Current,,949932,252,88,0,2024-07-08
124,57,296376,23,Married,Graduate,25,3,180246,24,116182,68449,5,8,620984,341541,0.55,0,0,0,0,0,Current,,833504,308,53,0,2023-01-08
125,55,271014,18,Married,Graduate,23,0,1262906,48,381488,24554,5,9,266676,50668,0.19,0,0,4,3,2,DPD90+,34.0,300821,285,266,1,2025-02-23
126,64,458319,38,Married,Postgraduate,30,3,250952,12,896058,31231,4,3,365748,175559,0.48,1,2,0,0,0,Current,,518054,365,53,0,2023-07-13
127,60,278068,21,Single,Graduate,21,2,862128,120,420553,45328,7,3,796695,79669,0.1,1,3,0,0,0,Current,,975827,258,228,0,2023-04-15
128,42,100000,15,Married,High School,21,4,482805,12,60493,40304,1,7,158481,20602,0.13,1,1,0,0,0,Current,,236709,252,190,1,2024-08-24
129,47,139141,23,Married,High School,22,1,218342,36,120901,27124,1,0,137337,63175,0.46,0,0,0,0,0,Current,,138935,273,180,1,2023-08-07
130,55,431677,18,Married,Postgraduate,19,4,709593,120,345090,41765,4,7,1223688,244737,0.2,1,1,4,4,2,DPD90+,22.0,1456381,238,115,0,2025-01-15
131,21,365454,1,Single,Postgraduate,5,1,183422,84,625505,78198,7,6,278224,194756,0.7,2,5,1,1,0,DPD60,12.0,303330,60,57,0,2023-08-30
132,55,415287,14,Married,Postgraduate,19,3,331640,120,645427,119000,6,6,965096,299179,0.31,2,3,4,3,3,DPD90+,29.0,1233204,232,200,0,2024-07-22
133,57,100000,28,Single,High School,26,0,70199,60,119850,3420,3,8,206315,70147,0.34,0,2,0,0,0,Current,,231403,313,192,1,2025-11-03
134,67,452652,32,Married,Postgraduate,29,0,1902022,180,265331,145422,7,9,325609,65121,0.2,0,0,0,0,0,Current,,445673,358,23,0,2023-04-23
135,34,291829,10,Married,Postgraduate,15,3,1244743,84,548369,61181,3,6,393056,39305,0.1,1,2,3,3,1,DPD90+,7.0,566367,189,40,1,2024-06-07
136,23,136209,2,Single,Graduate,6,1,513528,48,180335,3360,2,1,119159,27406,0.23,3,4,4,0,0,DPD30,33.0,131723,83,14,0,2025-11-19
137,21,313654,0,Married,Postgraduate,6,3,654706,12,609250,107729,1,0,630835,25233,0.04,3,3,3,1,0,DPD60,15.0,681515,76,18,0,2024-06-30
138,25,324859,1,Single,Postgraduate,6,1,1362993,24,383732,117581,1,0,549915,230964,0.42,0,1,0,0,0,Current,,790601,76,36,1,2024-03-23
139,46,221614,16,Single,Graduate,18,3,649104,84,365956,71324,4,6,113175,19239,0.17,0,0,0,0,0,Current,,133618,221,167,0,2025-05-26
140,34,108708,10,Single,Graduate,13,3,203218,48,177797,20016,4,4,319522,99051,0.31,1,4,0,0,0,Current,,388951,164,104,0,2025-11-03
141,59,305184,19,Divorced,Graduate,20,3,753116,36,216006,83684,3,3,419311,150951,0.36,0,1,0,0,0,Current,,465638,245,169,0,2025-01-27
142,47,131053,24,Married,High School,28,0,104312,120,252911,26975,7,4,150122,25520,0.17,4,5,0,0,0,Current,,182046,345,1,0,2023-05-10
143,29,275621,2,Widowed,Graduate,9,1,1309775,120,25573,98203,1,9,291085,93147,0.32,4,4,0,0,0,Current,,324748,118,81,1,2025-08-02
144,35,221506,8,Married,Graduate,10,3,727874,24,343109,66478,1,9,198699,43713,0.22,0,1,0,0,0,Current,,264858,120,92,0,2025-04-25
145,35,345087,11,Married,Postgraduate,15,4,1308070,180,666996,20451,5,5,1034516,217248,0.21,1,2,0,0,0,Current,,1292563,184,170,0,2023-05-15
146,46,317218,16,Married,Postgraduate,20,4,1124418,12,225501,104264,2,9,392644,117793,0.3,0,4,0,0,0,Current,,547357,241,152,0,2024-10-13
147,62,515521,37,Single,Postgraduate,30,0,1806836,120,677299,180367,2,5,780387,156077,0.2,1,1,0,0,0,Current,,902411,370,65,0,2024-11-08
148,33,100000,12,Single,High School,14,2,57767,12,114633,19793,3,0,267838,155346,0.58,1,3,2,2,0,DPD60,22.0,335546,175,18,0,2024-05-26
149,52,257602,24,Single,Graduate,22,0,737816,36,395403,113442,6,1,542179,48796,0.09,0,1,0,0,0,Current,,612533,270,90,0,2025-07-26
150,59,101756,32,Married,High School,29,2,427140,36,176958,43210,7,2,144670,36167,0.25,2,3,0,0,0,Current,,212265,358,14,0,2024-02-08
151,69,277921,40,Single,Graduate,30,0,194637,24,340713,28925,1,3,763121,76312,0.1,1,2,0,0,0,Current,,962271,365,19,0,2024-02-12
152,52,437296,17,Single,Postgraduate,18,4,2100221,60,717608,198553,5,5,1038276,716410,0.69,0,0,0,0,0,Current,,1128326,217,82,0,2023-07-28
153,24,250713,4,Single,Postgraduate,12,3,603897,48,165209,58069,7,8,268200,147510,0.55,1,1,0,0,0,Current,,304777,146,109,1,2025-07-11
154,50,337525,16,Married,Graduate,15,1,609073,84,167326,124006,1,1,711957,370217,0.52,1,1,1,0,1,DPD90+,12.0,741468,188,7,1,2024-05-01
155,57,495451,21,Married,Postgraduate,18,3,1433436,24,440853,203514,4,7,1390233,27804,0.02,0,1,0,0,0,Current,,1409568,224,64,0,2023-10-01
156,43,347756,19,Divorced,Postgraduate,21,4,1427699,48,476977,91269,7,8,605496,205868,0.34,2,2,1,1,1,DPD90+,29.0,764717,258,2,1,2023-03-19
157,59,215168,27,Single,Graduate,28,1,567268,120,89323,45522,3,1,502208,120529,0.24,1,1,4,3,2,DPD90+,8.0,586860,337,263,1,2024-07-15
158,65,314087,38,Single,Postgraduate,30,2,1068830,12,432399,144296,7,8,919571,423002,0.46,0,2,0,0,0,Current,,1362700,371,28,0,2024-02-24
159,35,119915,9,Married,Graduate,8,2,329720,36,98148,15686,6,6,266935,72072,0.27,1,5,0,0,0,Current,,289802,107,92,0,2025-10-22
160,63,322794,36,Divorced,Graduate,30,4,1078366,12,516913,46271,7,8,244063,53693,0.22,1,1,0,0,0,Current,,340945,371,337,0,2025-08-22
161,49,255920,14,Single,Graduate,14,1,286921,24,31178,49540,7,5,284429,105238,0.37,0,2,0,0,0,Current,,329364,174,30,0,2023-03-23
162,56,287619,25,Married,Graduate,24,3,193850,240,389023,124407,7,1,571712,234401,0.41,2,2,0,0,0,Current,,635611,288,254,0,2023-11-30
163,33,100000,9,Married,Graduate,13,4,111605,60,131715,47061,2,7,118888,32099,0.27,0,0,0,0,0,Current,,176527,164,85,0,2024-12-30
164,52,222251,24,Single,Graduate,24,2,397000,48,418904,27921,1,9,643162,270128,0.42,0,1,0,0,0,Current,,901255,296,201,0,2023-12-02
165,27,253036,3,Single,Graduate,3,4,415004,48,364641,109984,6,8,382939,91905,0.24,1,3,0,0,0,Current,,503683,41,36,0,2025-12-09
166,42,210238,12,Single,Graduate,15,3,687118,180,336967,30261,3,7,345437,120902,0.35,2,4,0,0,0,Current,,465842,189,116,0,2025-07-19
167,48,157662,15,Divorced,Graduate,21,0,402274,36,285991,76609,2,1,355370,238097,0.67,1,1,0,0,0,Current,,531523,252,22,0,2024-10-18
168,22,149303,0,Married,Graduate,1,0,100727,48,204000,45799,1,7,270331,70286,0.26,1,1,0,0,0,Current,,350512,19,15,0,2024-06-18
169,62,229738,37,Married,Graduate,30,3,150914,24,141472,5376,5,2,334352,147114,0.44,1,1,0,0,0,Current,,351387,365,78,0,2025-03-09
170,65,305020,23,Married,Graduate,26,1,276850,84,532582,11097,3,2,210950,82270,0.39,2,5,0,0,0,Current,,217791,320,210,0,2023-03-13
171,26,100000,5,Married,High School,7,4,208886,240,150777,9079,1,8,199111,41813,0.21,1,1,0,0,0,Current,,265475,92,10,0,2025-03-03
172,48,266597,20,Married,Graduate,25,3,140716,48,233979,29335,2,8,711534,213460,0.3,0,0,0,0,0,Current,,945486,306,240,0,2025-12-29
